ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
29,MISSOURI,MO,29203,Shannon,29203470200,"Census Tract 4702, Shannon County, Missouri",0.9315,0.7586,0.1664,0.7659,0.8082
29,MISSOURI,MO,29037,Cass,29037060904,"Census Tract 609.04, Cass County, Missouri",0.8039,0.8854,0.1635,0.8595,0.8089
29,MISSOURI,MO,29077,Greene,29077001900,"Census Tract 19, Greene County, Missouri",0.7888,0.8746,0.7673,0.438,0.8097
29,MISSOURI,MO,29159,Pettis,29159480800,"Census Tract 4808, Pettis County, Missouri",0.8291,0.7305,0.768,0.5014,0.8097
29,MISSOURI,MO,29510,St. Louis City,29510110300,"Census Tract 1103, St. Louis city, Missouri",0.982,0.7125,0.5591,0.3934,0.8111
29,MISSOURI,MO,29135,Moniteau,29135385200,"Census Tract 3852, Moniteau County, Missouri",0.6323,0.7947,0.8516,0.6751,0.8118
29,MISSOURI,MO,29143,New Madrid,29143960500,"Census Tract 9605, New Madrid County, Missouri",0.9034,0.7673,0.1088,0.8689,0.8125
29,MISSOURI,MO,29083,Henry,29083950500,"Census Tract 9505, Henry County, Missouri",0.7895,0.7759,0.2248,0.9222,0.8133
29,MISSOURI,MO,29047,Clay,29047020602,"Census Tract 206.02, Clay County, Missouri",0.7282,0.4445,0.9359,0.7133,0.814
29,MISSOURI,MO,29229,Wright,29229490300,"Census Tract 4903, Wright County, Missouri",0.8472,0.9568,0.0468,0.817,0.8147
29,MISSOURI,MO,29095,Jackson,29095016100,"Census Tract 161, Jackson County, Missouri",0.7102,0.2003,0.9661,0.8963,0.8154
29,MISSOURI,MO,29095,Jackson,29095007700,"Census Tract 77, Jackson County, Missouri",0.9156,0.3682,0.9899,0.3948,0.8161
29,MISSOURI,MO,29093,Iron,29093950300,"Census Tract 9503, Iron County, Missouri",0.814,0.982,0.1527,0.7298,0.8169
29,MISSOURI,MO,29195,Saline,29195090100,"Census Tract 901, Saline County, Missouri",0.7304,0.7046,0.6297,0.8076,0.8176
29,MISSOURI,MO,29077,Greene,29077001400,"Census Tract 14, Greene County, Missouri",0.8198,0.1707,0.6909,0.9589,0.8183
29,MISSOURI,MO,29510,St. Louis City,29510118400,"Census Tract 1184, St. Louis city, Missouri",0.8991,0.0259,0.8451,0.9841,0.819
29,MISSOURI,MO,29095,Jackson,29095005700,"Census Tract 57, Jackson County, Missouri",0.9135,0.8955,0.9107,0.1751,0.8198
29,MISSOURI,MO,29510,St. Louis City,29510119200,"Census Tract 1192, St. Louis city, Missouri",0.6056,0.5396,0.8804,0.8782,0.8205
29,MISSOURI,MO,29069,Dunklin,29069360200,"Census Tract 3602, Dunklin County, Missouri",0.7527,0.9921,0.237,0.7118,0.8212
29,MISSOURI,MO,29097,Jasper,29097010800,"Census Tract 108, Jasper County, Missouri",0.8868,0.8285,0.33,0.7104,0.8219
29,MISSOURI,MO,29095,Jackson,29095003700,"Census Tract 37, Jackson County, Missouri",0.7642,0.6455,0.9957,0.4784,0.8226
29,MISSOURI,MO,29095,Jackson,29095013309,"Census Tract 133.09, Jackson County, Missouri",0.6763,0.8934,0.8948,0.5187,0.8234
29,MISSOURI,MO,29189,St. Louis,29189220300,"Census Tract 2203, St. Louis County, Missouri",0.6078,0.7219,0.7795,0.8646,0.8241
29,MISSOURI,MO,29510,St. Louis City,29510108300,"Census Tract 1083, St. Louis city, Missouri",0.9286,0.7212,0.5526,0.5692,0.8248
29,MISSOURI,MO,29095,Jackson,29095010702,"Census Tract 107.02, Jackson County, Missouri",0.8414,0.6527,0.7183,0.6506,0.8255
29,MISSOURI,MO,29510,St. Louis City,29510111200,"Census Tract 1112, St. Louis city, Missouri",0.9877,0.2428,0.8148,0.5519,0.8262
29,MISSOURI,MO,29095,Jackson,29095011200,"Census Tract 112, Jackson County, Missouri",0.765,0.889,0.9222,0.3797,0.827
29,MISSOURI,MO,29189,St. Louis,29189211801,"Census Tract 2118.01, St. Louis County, Missouri",0.9243,0.8141,0.5151,0.5295,0.8277
29,MISSOURI,MO,29133,Mississippi,29133950200,"Census Tract 9502, Mississippi County, Missouri",0.8572,0.8941,0.451,0.6239,0.8284
29,MISSOURI,MO,29189,St. Louis,29189221800,"Census Tract 2218, St. Louis County, Missouri",0.9012,0.7435,0.5281,0.6427,0.8291
29,MISSOURI,MO,29201,Scott,29201780100,"Census Tract 7801, Scott County, Missouri",0.8169,0.9762,0.1895,0.7803,0.8298
29,MISSOURI,MO,29201,Scott,29201780600,"Census Tract 7806, Scott County, Missouri",0.8104,0.7406,0.7565,0.6218,0.8306
29,MISSOURI,MO,29071,Franklin,29071801101,"Census Tract 8011.01, Franklin County, Missouri",0.8983,0.7349,0.1866,0.9035,0.8313
29,MISSOURI,MO,29095,Jackson,29095016200,"Census Tract 162, Jackson County, Missouri",0.7073,0.5821,0.9546,0.7161,0.832
29,MISSOURI,MO,29189,St. Louis,29189220200,"Census Tract 2202, St. Louis County, Missouri",0.881,0.6347,0.7882,0.5641,0.8327
29,MISSOURI,MO,29095,Jackson,29095017400,"Census Tract 174, Jackson County, Missouri",0.6575,0.4784,0.8199,0.928,0.8335
29,MISSOURI,MO,29510,St. Louis City,29510105300,"Census Tract 1053, St. Louis city, Missouri",0.8255,0.8818,0.5029,0.6736,0.8342
29,MISSOURI,MO,29510,St. Louis City,29510119300,"Census Tract 1193, St. Louis city, Missouri",0.8248,0.0382,0.9042,0.9971,0.8349
29,MISSOURI,MO,29069,Dunklin,29069360500,"Census Tract 3605, Dunklin County, Missouri",0.8032,0.6326,0.6326,0.8228,0.8356
29,MISSOURI,MO,29215,Texas,29215480100,"Census Tract 4801, Texas County, Missouri",0.9272,0.6477,0.2313,0.8811,0.8363
29,MISSOURI,MO,29057,Dade,29057480100,"Census Tract 4801, Dade County, Missouri",0.8111,0.8206,0.3646,0.8566,0.8371
29,MISSOURI,MO,29121,Macon,29121960400,"Census Tract 9604, Macon County, Missouri",0.6965,0.9496,0.4777,0.7976,0.8378
29,MISSOURI,MO,29175,Randolph,29175490300,"Census Tract 4903, Randolph County, Missouri",0.8313,0.8307,0.3307,0.8516,0.8385
29,MISSOURI,MO,29109,Lawrence,29109470601,"Census Tract 4706.01, Lawrence County, Missouri",0.85,0.5886,0.8012,0.6585,0.8392
29,MISSOURI,MO,29095,Jackson,29095007600,"Census Tract 76, Jackson County, Missouri",0.8399,0.8105,0.7774,0.5288,0.8399
29,MISSOURI,MO,29163,Pike,29163460100,"Census Tract 4601, Pike County, Missouri",0.7145,0.5548,0.7997,0.8754,0.8407
29,MISSOURI,MO,29189,St. Louis,29189213700,"Census Tract 2137, St. Louis County, Missouri",0.6395,0.415,0.8329,0.9647,0.8414
29,MISSOURI,MO,29510,St. Louis City,29510107300,"Census Tract 1073, St. Louis city, Missouri",0.9733,0.9424,0.5504,0.3141,0.8421
29,MISSOURI,MO,29093,Iron,29093950400,"Census Tract 9504, Iron County, Missouri",0.9214,0.8386,0.1218,0.8718,0.8428
29,MISSOURI,MO,29223,Wayne,29223690400,"Census Tract 6904, Wayne County, Missouri",0.8875,0.822,0.4892,0.665,0.8435
29,MISSOURI,MO,29213,Taney,29213480202,"Census Tract 4802.02, Taney County, Missouri",0.7996,0.9597,0.1909,0.8624,0.8443
29,MISSOURI,MO,29011,Barton,29011960300,"Census Tract 9603, Barton County, Missouri",0.7952,0.9488,0.1326,0.9143,0.845
29,MISSOURI,MO,29189,St. Louis,29189213800,"Census Tract 2138, St. Louis County, Missouri",0.9402,0.9784,0.5468,0.3307,0.8457
29,MISSOURI,MO,29211,Sullivan,29211480300,"Census Tract 4803, Sullivan County, Missouri",0.6467,0.3595,0.9575,0.9323,0.8464
29,MISSOURI,MO,29021,Buchanan,29021000900,"Census Tract 9, Buchanan County, Missouri",0.6438,0.8264,0.7903,0.8026,0.8472
29,MISSOURI,MO,29189,St. Louis,29189212500,"Census Tract 2125, St. Louis County, Missouri",0.6864,0.6614,0.7471,0.9042,0.8479
29,MISSOURI,MO,29077,Greene,29077005600,"Census Tract 56, Greene County, Missouri",0.8097,0.4878,0.6513,0.9071,0.8486
29,MISSOURI,MO,29189,St. Louis,29189211802,"Census Tract 2118.02, St. Louis County, Missouri",0.9366,0.8552,0.8091,0.3314,0.8493
29,MISSOURI,MO,29013,Bates,29013070300,"Census Tract 703, Bates County, Missouri",0.7217,0.9611,0.183,0.9517,0.85
29,MISSOURI,MO,29091,Howell,29091090200,"Census Tract 902, Howell County, Missouri",0.8861,0.9128,0.1088,0.8804,0.8508
29,MISSOURI,MO,29213,Taney,29213480401,"Census Tract 4804.01, Taney County, Missouri",0.7837,0.5893,0.3804,0.9762,0.8515
29,MISSOURI,MO,29095,Jackson,29095016600,"Census Tract 166, Jackson County, Missouri",0.9257,0.1657,0.8573,0.8408,0.8522
29,MISSOURI,MO,29159,Pettis,29159480500,"Census Tract 4805, Pettis County, Missouri",0.858,0.848,0.7968,0.487,0.8529
29,MISSOURI,MO,29095,Jackson,29095000700,"Census Tract 7, Jackson County, Missouri",0.7275,0.6131,0.9892,0.6909,0.8536
29,MISSOURI,MO,29510,St. Louis City,29510126600,"Census Tract 1266, St. Louis city, Missouri",0.9452,0.7061,0.5029,0.6873,0.8544
29,MISSOURI,MO,29059,Dallas,29059480100,"Census Tract 4801, Dallas County, Missouri",0.7152,0.9841,0.5728,0.6988,0.8551
29,MISSOURI,MO,29065,Dent,29065960300,"Census Tract 9603, Dent County, Missouri",0.8544,0.8883,0.2053,0.902,0.8558
29,MISSOURI,MO,29099,Jefferson,29099701200,"Census Tract 7012, Jefferson County, Missouri",0.8652,0.8537,0.1146,0.9561,0.8565
29,MISSOURI,MO,29169,Pulaski,29169470287,"Census Tract 4702.87, Pulaski County, Missouri",0.7354,0.696,0.8422,0.786,0.8572
29,MISSOURI,MO,29510,St. Louis City,29510110500,"Census Tract 1105, St. Louis city, Missouri",0.9834,0.5951,0.5483,0.6491,0.858
29,MISSOURI,MO,29189,St. Louis,29189212002,"Census Tract 2120.02, St. Louis County, Missouri",0.9056,0.9244,0.531,0.554,0.8587
29,MISSOURI,MO,29187,St. Francois,29187950902,"Census Tract 9509.02, St. Francois County, Missouri",0.7938,0.4085,0.7702,0.9179,0.8594
29,MISSOURI,MO,29510,St. Louis City,29510101800,"Census Tract 1018, St. Louis city, Missouri",0.8017,0.4236,0.7572,0.9107,0.8601
29,MISSOURI,MO,29201,Scott,29201781300,"Census Tract 7813, Scott County, Missouri",0.6251,0.8984,0.7233,0.866,0.8609
29,MISSOURI,MO,29189,St. Louis,29189211102,"Census Tract 2111.02, St. Louis County, Missouri",0.7051,0.8271,0.9503,0.6304,0.8616
29,MISSOURI,MO,29131,Miller,29131962800,"Census Tract 9628, Miller County, Missouri",0.8133,0.9049,0.1491,0.9575,0.8623
29,MISSOURI,MO,29510,St. Louis City,29510107600,"Census Tract 1076, St. Louis city, Missouri",0.9719,0.3307,0.8739,0.6117,0.863
29,MISSOURI,MO,29095,Jackson,29095011600,"Census Tract 116, Jackson County, Missouri",0.7851,0.915,0.7241,0.6354,0.8637
29,MISSOURI,MO,29095,Jackson,29095009700,"Census Tract 97, Jackson County, Missouri",0.7931,0.6729,0.9762,0.6088,0.8645
29,MISSOURI,MO,29019,Boone,29019000900,"Census Tract 9, Boone County, Missouri",0.7873,0.5756,0.8847,0.7781,0.8652
29,MISSOURI,MO,29225,Webster,29225470401,"Census Tract 4704.01, Webster County, Missouri",0.8385,0.7493,0.4993,0.8732,0.8659
29,MISSOURI,MO,29077,Greene,29077000502,"Census Tract 5.02, Greene County, Missouri",0.9611,0.3271,0.7406,0.7608,0.8666
29,MISSOURI,MO,29165,Platte,29165030002,"Census Tract 300.02, Platte County, Missouri",0.5977,0.4885,0.8566,0.9805,0.8673
29,MISSOURI,MO,29095,Jackson,29095012600,"Census Tract 126, Jackson County, Missouri",0.6222,0.5922,0.9402,0.9171,0.8681
29,MISSOURI,MO,29031,Cape Girardeau,29031880900,"Census Tract 8809, Cape Girardeau County, Missouri",0.9373,0.2061,0.8999,0.804,0.8688
29,MISSOURI,MO,29161,Phelps,29161890300,"Census Tract 8903, Phelps County, Missouri",0.7606,0.5562,0.6924,0.9402,0.8695
29,MISSOURI,MO,29105,Laclede,29105960600,"Census Tract 9606, Laclede County, Missouri",0.907,0.861,0.2903,0.83,0.8702
29,MISSOURI,MO,29510,St. Louis City,29510106500,"Census Tract 1065, St. Louis city, Missouri",0.8767,0.928,0.5418,0.6347,0.8709
29,MISSOURI,MO,29095,Jackson,29095015500,"Census Tract 155, Jackson County, Missouri",0.9171,0.5627,0.9179,0.5447,0.8717
29,MISSOURI,MO,29510,St. Louis City,29510112300,"Census Tract 1123, St. Louis city, Missouri",0.894,0.9042,0.5353,0.6434,0.8724
29,MISSOURI,MO,29189,St. Louis,29189210502,"Census Tract 2105.02, St. Louis County, Missouri",0.8616,0.9813,0.7558,0.3862,0.8731
29,MISSOURI,MO,29065,Dent,29065960400,"Census Tract 9604, Dent County, Missouri",0.8897,0.9899,0.2637,0.6707,0.8738
29,MISSOURI,MO,29095,Jackson,29095010500,"Census Tract 105, Jackson County, Missouri",0.8046,0.9035,0.8818,0.5,0.8745
29,MISSOURI,MO,29145,Newton,29145020300,"Census Tract 203, Newton County, Missouri",0.646,0.4452,0.9207,0.9625,0.8753
29,MISSOURI,MO,29213,Taney,29213480201,"Census Tract 4802.01, Taney County, Missouri",0.6301,0.8869,0.4856,0.9733,0.876
29,MISSOURI,MO,29223,Wayne,29223690200,"Census Tract 6902, Wayne County, Missouri",0.85,0.6844,0.3689,0.964,0.8767
29,MISSOURI,MO,29077,Greene,29077000700,"Census Tract 7, Greene County, Missouri",0.8854,0.0865,0.7896,0.9914,0.8774
29,MISSOURI,MO,29167,Polk,29167960100,"Census Tract 9601, Polk County, Missouri",0.8407,0.8314,0.3955,0.9027,0.8782
29,MISSOURI,MO,29019,Boone,29019002100,"Census Tract 21, Boone County, Missouri",0.8371,0.2824,0.8667,0.9265,0.8789
29,MISSOURI,MO,29161,Phelps,29161890400,"Census Tract 8904, Phelps County, Missouri",0.8695,0.0324,0.8768,0.9993,0.8796
29,MISSOURI,MO,29023,Butler,29023950400,"Census Tract 9504, Butler County, Missouri",0.9084,0.8184,0.3876,0.8213,0.8803
29,MISSOURI,MO,29155,Pemiscot,29155470300,"Census Tract 4703, Pemiscot County, Missouri",0.8919,0.9726,0.4258,0.6333,0.881
29,MISSOURI,MO,29510,St. Louis City,29510115200,"Census Tract 1152, St. Louis city, Missouri",0.7794,0.7176,0.9805,0.6484,0.8818
29,MISSOURI,MO,29221,Washington,29221460100,"Census Tract 4601, Washington County, Missouri",0.9236,0.8797,0.2615,0.8602,0.8825
29,MISSOURI,MO,29051,Cole,29051020700,"Census Tract 207, Cole County, Missouri",0.9495,0.6722,0.4553,0.8422,0.8832
29,MISSOURI,MO,29029,Camden,29029950500,"Census Tract 9505, Camden County, Missouri",0.7412,0.92,0.4042,0.9445,0.8839
29,MISSOURI,MO,29097,Jasper,29097011800,"Census Tract 118, Jasper County, Missouri",0.8825,0.8775,0.9431,0.3999,0.8846
29,MISSOURI,MO,29510,St. Louis City,29510108200,"Census Tract 1082, St. Louis city, Missouri",0.8796,0.7709,0.5504,0.848,0.8854
29,MISSOURI,MO,29095,Jackson,29095013301,"Census Tract 133.01, Jackson County, Missouri",0.6784,0.7615,0.8912,0.8746,0.8861
29,MISSOURI,MO,29047,Clay,29047021702,"Census Tract 217.02, Clay County, Missouri",0.7801,0.8631,0.5886,0.8833,0.8868
29,MISSOURI,MO,29095,Jackson,29095016300,"Census Tract 163, Jackson County, Missouri",0.7859,0.5014,0.9258,0.8617,0.8875
29,MISSOURI,MO,29189,St. Louis,29189214300,"Census Tract 2143, St. Louis County, Missouri",0.8681,0.5584,0.897,0.7478,0.8882
29,MISSOURI,MO,29510,St. Louis City,29510106300,"Census Tract 1063, St. Louis city, Missouri",0.925,0.9748,0.5598,0.5209,0.889
29,MISSOURI,MO,29145,Newton,29145020800,"Census Tract 208, Newton County, Missouri",0.8205,0.7637,0.4986,0.9395,0.8897
29,MISSOURI,MO,29157,Perry,29157470400,"Census Tract 4704, Perry County, Missouri",0.6748,0.9885,0.6052,0.8264,0.8904
29,MISSOURI,MO,29510,St. Louis City,29510115400,"Census Tract 1154, St. Louis city, Missouri",0.9077,0.6009,0.9697,0.5706,0.8911
29,MISSOURI,MO,29095,Jackson,29095016900,"Census Tract 169, Jackson County, Missouri",0.9106,0.8804,0.5432,0.7233,0.8919
29,MISSOURI,MO,29219,Warren,29219820102,"Census Tract 8201.02, Warren County, Missouri",0.672,0.9712,0.616,0.8862,0.8926
29,MISSOURI,MO,29069,Dunklin,29069360400,"Census Tract 3604, Dunklin County, Missouri",0.9337,0.8869,0.7378,0.5094,0.8933
29,MISSOURI,MO,29009,Barry,29009960300,"Census Tract 9603, Barry County, Missouri",0.7657,0.6635,0.9388,0.8062,0.894
29,MISSOURI,MO,29097,Jasper,29097011700,"Census Tract 117, Jasper County, Missouri",0.8666,0.6607,0.9294,0.6787,0.8947
29,MISSOURI,MO,29077,Greene,29077001700,"Census Tract 17, Greene County, Missouri",0.9387,0.9027,0.2817,0.8465,0.8955
29,MISSOURI,MO,29015,Benton,29015460200,"Census Tract 4602, Benton County, Missouri",0.8486,0.6628,0.4935,0.9661,0.8962
29,MISSOURI,MO,29017,Bollinger,29017950200,"Census Tract 9502, Bollinger County, Missouri",0.8522,0.964,0.4042,0.8112,0.8969
29,MISSOURI,MO,29181,Ripley,29181870300,"Census Tract 8703, Ripley County, Missouri",0.8709,0.9121,0.4092,0.8581,0.8976
29,MISSOURI,MO,29069,Dunklin,29069360300,"Census Tract 3603, Dunklin County, Missouri",0.9531,0.995,0.0288,0.8314,0.8983
29,MISSOURI,MO,29095,Jackson,29095011000,"Census Tract 110, Jackson County, Missouri",0.951,0.83,0.6859,0.6174,0.8991
29,MISSOURI,MO,29510,St. Louis City,29510105400,"Census Tract 1054, St. Louis city, Missouri",0.8933,0.6282,0.982,0.6167,0.8998
29,MISSOURI,MO,29127,Marion,29127960800,"Census Tract 9608, Marion County, Missouri",0.9394,0.8581,0.0324,0.9813,0.9005
29,MISSOURI,MO,29095,Jackson,29095007900,"Census Tract 79, Jackson County, Missouri",0.9092,0.9863,0.5324,0.5612,0.9012
29,MISSOURI,MO,29201,Scott,29201780700,"Census Tract 7807, Scott County, Missouri",0.7267,0.946,0.4676,0.9467,0.9019
29,MISSOURI,MO,29189,St. Louis,29189210100,"Census Tract 2101, St. Louis County, Missouri",0.7289,0.9582,0.812,0.7226,0.9027
29,MISSOURI,MO,29189,St. Louis,29189212101,"Census Tract 2121.01, St. Louis County, Missouri",0.964,0.8523,0.5303,0.696,0.9034
29,MISSOURI,MO,29095,Jackson,29095000900,"Census Tract 9, Jackson County, Missouri",0.7736,0.3775,0.9849,0.9301,0.9041
29,MISSOURI,MO,29097,Jasper,29097011000,"Census Tract 110, Jasper County, Missouri",0.9466,0.4207,0.8192,0.8192,0.9048
29,MISSOURI,MO,29510,St. Louis City,29510115300,"Census Tract 1153, St. Louis city, Missouri",0.8428,0.7399,0.9863,0.634,0.9056
29,MISSOURI,MO,29077,Greene,29077005500,"Census Tract 55, Greene County, Missouri",0.9539,0.4063,0.8314,0.812,0.9063
29,MISSOURI,MO,29143,New Madrid,29143960400,"Census Tract 9604, New Madrid County, Missouri",0.9654,0.9171,0.7313,0.4625,0.907
29,MISSOURI,MO,29083,Henry,29083950600,"Census Tract 9506, Henry County, Missouri",0.7686,0.8905,0.6146,0.9114,0.9077
29,MISSOURI,MO,29510,St. Louis City,29510115500,"Census Tract 1155, St. Louis city, Missouri",0.7498,0.871,0.9676,0.6902,0.9084
29,MISSOURI,MO,29510,St. Louis City,29510126900,"Census Tract 1269, St. Louis city, Missouri",0.9409,0.9604,0.7695,0.4171,0.9092
29,MISSOURI,MO,29033,Carroll,29033960300,"Census Tract 9603, Carroll County, Missouri",0.8789,0.9733,0.4892,0.7378,0.9099
29,MISSOURI,MO,29213,Taney,29213480105,"Census Tract 4801.05, Taney County, Missouri",0.6136,0.799,0.8264,0.9719,0.9106
29,MISSOURI,MO,29097,Jasper,29097010300,"Census Tract 103, Jasper County, Missouri",0.7902,0.5461,0.5951,0.9957,0.9113
29,MISSOURI,MO,29095,Jackson,29095008800,"Census Tract 88, Jackson County, Missouri",0.943,0.9013,0.7788,0.5058,0.912
29,MISSOURI,MO,29105,Laclede,29105960500,"Census Tract 9605, Laclede County, Missouri",0.8335,0.8955,0.4568,0.9258,0.9128
29,MISSOURI,MO,29095,Jackson,29095008000,"Census Tract 80, Jackson County, Missouri",0.8774,0.9193,0.5281,0.8156,0.9135
29,MISSOURI,MO,29221,Washington,29221460300,"Census Tract 4603, Washington County, Missouri",0.9524,0.5987,0.4892,0.9294,0.9142
29,MISSOURI,MO,29115,Linn,29115490400,"Census Tract 4904, Linn County, Missouri",0.8075,0.9978,0.3898,0.8141,0.9149
29,MISSOURI,MO,29095,Jackson,29095013401,"Census Tract 134.01, Jackson County, Missouri",0.8154,0.5771,0.9791,0.817,0.9156
29,MISSOURI,MO,29209,Stone,29209090602,"Census Tract 906.02, Stone County, Missouri",0.8839,0.6081,0.6275,0.9474,0.9164
29,MISSOURI,MO,29159,Pettis,29159480700,"Census Tract 4807, Pettis County, Missouri",0.7693,0.7442,0.8112,0.9092,0.9171
29,MISSOURI,MO,29095,Jackson,29095005801,"Census Tract 58.01, Jackson County, Missouri",0.9813,0.8898,0.8177,0.4056,0.9178
29,MISSOURI,MO,29095,Jackson,29095013405,"Census Tract 134.05, Jackson County, Missouri",0.7138,0.9524,0.7421,0.8638,0.9185
29,MISSOURI,MO,29510,St. Louis City,29510107200,"Census Tract 1072, St. Louis city, Missouri",0.9928,0.9395,0.5648,0.5086,0.9193
29,MISSOURI,MO,29021,Buchanan,29021001200,"Census Tract 12, Buchanan County, Missouri",0.876,0.5223,0.415,0.9978,0.92
29,MISSOURI,MO,29189,St. Louis,29189211900,"Census Tract 2119, St. Louis County, Missouri",0.9329,0.9654,0.5274,0.6578,0.9207
29,MISSOURI,MO,29195,Saline,29195090600,"Census Tract 906, Saline County, Missouri",0.7707,0.5922,0.9597,0.889,0.9214
29,MISSOURI,MO,29510,St. Louis City,29510116302,"Census Tract 1163.02, St. Louis city, Missouri",0.9351,0.4676,0.995,0.6744,0.9214
29,MISSOURI,MO,29095,Jackson,29095007802,"Census Tract 78.02, Jackson County, Missouri",0.8118,0.8026,0.9438,0.7291,0.9229
29,MISSOURI,MO,29143,New Madrid,29143960600,"Census Tract 9606, New Madrid County, Missouri",0.8818,0.9719,0.3991,0.835,0.9236
29,MISSOURI,MO,29159,Pettis,29159480900,"Census Tract 4809, Pettis County, Missouri",0.9279,0.5793,0.8977,0.7471,0.9243
29,MISSOURI,MO,29145,Newton,29145020100,"Census Tract 201, Newton County, Missouri",0.8558,0.7882,0.8991,0.737,0.925
29,MISSOURI,MO,29510,St. Louis City,29510109700,"Census Tract 1097, St. Louis city, Missouri",0.9978,0.8033,0.5461,0.6924,0.9257
29,MISSOURI,MO,29023,Butler,29023950900,"Census Tract 9509, Butler County, Missouri",0.9647,0.9431,0.25,0.8379,0.9265
29,MISSOURI,MO,29510,St. Louis City,29510109600,"Census Tract 1096, St. Louis city, Missouri",0.8061,0.9942,0.8703,0.4935,0.9265
29,MISSOURI,MO,29141,Morgan,29141470300,"Census Tract 4703, Morgan County, Missouri",0.8659,0.9755,0.2212,0.9481,0.9279
29,MISSOURI,MO,29077,Greene,29077003100,"Census Tract 31, Greene County, Missouri",0.9488,0.6592,0.6628,0.861,0.9286
29,MISSOURI,MO,29095,Jackson,29095011500,"Census Tract 115, Jackson County, Missouri",0.9164,0.866,0.4265,0.8955,0.9293
29,MISSOURI,MO,29195,Saline,29195090400,"Census Tract 904, Saline County, Missouri",0.7743,0.683,0.9164,0.9071,0.9301
29,MISSOURI,MO,29097,Jasper,29097010100,"Census Tract 101, Jasper County, Missouri",0.8392,0.5173,0.6988,0.9849,0.9308
29,MISSOURI,MO,29077,Greene,29077000501,"Census Tract 5.01, Greene County, Missouri",0.8731,0.7457,0.3372,0.9921,0.9315
29,MISSOURI,MO,29119,McDonald,29119070400,"Census Tract 704, McDonald County, Missouri",0.6698,0.8559,0.8552,0.9496,0.9322
29,MISSOURI,MO,29023,Butler,29023950700,"Census Tract 9507, Butler County, Missouri",0.9625,0.9532,0.8689,0.3854,0.9329
29,MISSOURI,MO,29095,Jackson,29095013208,"Census Tract 132.08, Jackson County, Missouri",0.7505,0.9222,0.8682,0.8026,0.9337
29,MISSOURI,MO,29095,Jackson,29095016500,"Census Tract 165, Jackson County, Missouri",0.8717,0.9654,0.9503,0.4604,0.9344
29,MISSOURI,MO,29077,Greene,29077003300,"Census Tract 33, Greene County, Missouri",0.9293,0.8573,0.6347,0.7939,0.9351
29,MISSOURI,MO,29095,Jackson,29095009600,"Census Tract 96, Jackson County, Missouri",0.9582,0.951,0.4762,0.7219,0.9358
29,MISSOURI,MO,29095,Jackson,29095000600,"Census Tract 6, Jackson County, Missouri",0.8926,0.5115,0.9971,0.7882,0.9366
29,MISSOURI,MO,29510,St. Louis City,29510106600,"Census Tract 1066, St. Louis city, Missouri",0.9849,0.4424,0.9078,0.7493,0.9373
29,MISSOURI,MO,29095,Jackson,29095015600,"Census Tract 156, Jackson County, Missouri",0.7397,0.8091,0.9553,0.8775,0.938
29,MISSOURI,MO,29510,St. Louis City,29510111400,"Census Tract 1114, St. Louis city, Missouri",0.9661,0.9416,0.5526,0.6988,0.9387
29,MISSOURI,MO,29215,Texas,29215480400,"Census Tract 4804, Texas County, Missouri",0.8551,0.9539,0.616,0.8509,0.9394
29,MISSOURI,MO,29189,St. Louis,29189213101,"Census Tract 2131.01, St. Louis County, Missouri",0.6172,0.7327,0.9524,0.9856,0.9402
29,MISSOURI,MO,29097,Jasper,29097011600,"Census Tract 116, Jasper County, Missouri",0.8457,0.2219,0.9712,0.9885,0.9409
29,MISSOURI,MO,29510,St. Louis City,29510101500,"Census Tract 1015, St. Louis city, Missouri",0.8609,0.6016,0.7939,0.9546,0.9416
29,MISSOURI,MO,29510,St. Louis City,29510106700,"Census Tract 1067, St. Louis city, Missouri",0.9697,0.9236,0.5648,0.7399,0.9423
29,MISSOURI,MO,29095,Jackson,29095011700,"Census Tract 117, Jackson County, Missouri",0.9603,0.7183,0.9114,0.6499,0.943
29,MISSOURI,MO,29510,St. Louis City,29510111100,"Census Tract 1111, St. Louis city, Missouri",0.9063,0.8112,0.7954,0.799,0.9438
29,MISSOURI,MO,29169,Pulaski,29169470101,"Census Tract 4701.01, Pulaski County, Missouri",0.8212,0.9805,0.4539,0.9287,0.9445
29,MISSOURI,MO,29510,St. Louis City,29510107400,"Census Tract 1074, St. Louis city, Missouri",0.9921,0.8271,0.5569,0.7896,0.9452
29,MISSOURI,MO,29019,Boone,29019001502,"Census Tract 15.02, Boone County, Missouri",0.7924,0.5598,0.8696,0.9791,0.9459
29,MISSOURI,MO,29229,Wright,29229490400,"Census Tract 4904, Wright County, Missouri",0.8594,0.9856,0.4517,0.8847,0.9466
29,MISSOURI,MO,29510,St. Louis City,29510121100,"Census Tract 1211, St. Louis city, Missouri",0.9185,0.7932,0.5115,0.9568,0.9474
29,MISSOURI,MO,29095,Jackson,29095003800,"Census Tract 38, Jackson County, Missouri",0.8969,0.8494,0.804,0.8184,0.9481
29,MISSOURI,MO,29510,St. Louis City,29510110400,"Census Tract 1104, St. Louis city, Missouri",0.9221,0.9445,0.9517,0.4971,0.9488
