ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
29,MISSOURI,MO,29189,St. Louis,29189221421,"Census Tract 2214.21, St. Louis County, Missouri",0.0123,0.067,0.2659,0.0122,0
29,MISSOURI,MO,29095,Jackson,29095008400,"Census Tract 84, Jackson County, Missouri",0.0007,0.1304,0.2068,0.0137,0.0007
29,MISSOURI,MO,29095,Jackson,29095009100,"Census Tract 91, Jackson County, Missouri",0.018,0.0252,0.3595,0.0324,0.0014
29,MISSOURI,MO,29095,Jackson,29095018500,"Census Tract 185, Jackson County, Missouri",0,0.1888,0.3076,0.0029,0.0022
29,MISSOURI,MO,29189,St. Louis,29189218800,"Census Tract 2188, St. Louis County, Missouri",0.0079,0.219,0.3019,0,0.0029
29,MISSOURI,MO,29095,Jackson,29095008200,"Census Tract 82, Jackson County, Missouri",0.0346,0.0159,0.2932,0.0793,0.0036
29,MISSOURI,MO,29183,St. Charles,29183311132,"Census Tract 3111.32, St. Charles County, Missouri",0.031,0.0439,0.505,0.0151,0.0043
29,MISSOURI,MO,29189,St. Louis,29189221627,"Census Tract 2216.27, St. Louis County, Missouri",0.0065,0.0829,0.6463,0.0036,0.005
29,MISSOURI,MO,29095,Jackson,29095989100,"Census Tract 9891, Jackson County, Missouri",0.1327,0.0555,0.5,0,0.0058
29,MISSOURI,MO,29095,Jackson,29095007200,"Census Tract 72, Jackson County, Missouri",0.0166,0.0684,0.2313,0.0605,0.0065
29,MISSOURI,MO,29095,Jackson,29095008300,"Census Tract 83, Jackson County, Missouri",0.0094,0.0591,0.5562,0.0223,0.0072
29,MISSOURI,MO,29189,St. Louis,29189221626,"Census Tract 2216.26, St. Louis County, Missouri",0.0368,0.1441,0.4207,0.0072,0.0079
29,MISSOURI,MO,29183,St. Charles,29183311296,"Census Tract 3112.96, St. Charles County, Missouri",0.124,0.0929,0.2097,0.0166,0.0087
29,MISSOURI,MO,29037,Cass,29037060400,"Census Tract 604, Cass County, Missouri",0.0151,0.1527,0.183,0.0367,0.0094
29,MISSOURI,MO,29095,Jackson,29095013606,"Census Tract 136.06, Jackson County, Missouri",0.044,0.1866,0.2248,0.0187,0.0101
29,MISSOURI,MO,29189,St. Louis,29189219400,"Census Tract 2194, St. Louis County, Missouri",0.0959,0.1535,0.1268,0.0238,0.0108
29,MISSOURI,MO,29189,St. Louis,29189220444,"Census Tract 2204.44, St. Louis County, Missouri",0.0692,0.0915,0.0483,0.0735,0.0115
29,MISSOURI,MO,29183,St. Charles,29183311114,"Census Tract 3111.14, St. Charles County, Missouri",0.0418,0.2068,0.4388,0,0.0123
29,MISSOURI,MO,29189,St. Louis,29189217500,"Census Tract 2175, St. Louis County, Missouri",0.0101,0.2882,0.2053,0.0187,0.013
29,MISSOURI,MO,29077,Greene,29077001000,"Census Tract 10, Greene County, Missouri",0.1103,0.0785,0.0375,0.0742,0.0137
29,MISSOURI,MO,29189,St. Louis,29189217944,"Census Tract 2179.44, St. Louis County, Missouri",0.0144,0.1282,0.2212,0.0533,0.0144
29,MISSOURI,MO,29095,Jackson,29095014203,"Census Tract 142.03, Jackson County, Missouri",0.036,0.2579,0.3199,0.0086,0.0151
29,MISSOURI,MO,29189,St. Louis,29189221621,"Census Tract 2216.21, St. Louis County, Missouri",0.0627,0.2349,0.1146,0.031,0.0159
29,MISSOURI,MO,29183,St. Charles,29183312300,"Census Tract 3123, St. Charles County, Missouri",0.1738,0.062,0.3775,0.0101,0.0166
29,MISSOURI,MO,29183,St. Charles,29183310201,"Census Tract 3102.01, St. Charles County, Missouri",0.0353,0.2327,0.2731,0.0216,0.0173
29,MISSOURI,MO,29510,St. Louis City,29510114102,"Census Tract 1141.02, St. Louis city, Missouri",0.0649,0.0375,0.4215,0.0648,0.018
29,MISSOURI,MO,29189,St. Louis,29189221100,"Census Tract 2211, St. Louis County, Missouri",0.08,0.2262,0.1585,0.0295,0.0187
29,MISSOURI,MO,29095,Jackson,29095018200,"Census Tract 182, Jackson County, Missouri",0.0332,0.1614,0.683,0.0036,0.0195
29,MISSOURI,MO,29037,Cass,29037060305,"Census Tract 603.05, Cass County, Missouri",0.0851,0.1693,0.3264,0.0202,0.0202
29,MISSOURI,MO,29189,St. Louis,29189217300,"Census Tract 2173, St. Louis County, Missouri",0.0324,0.0353,0.3465,0.1369,0.0209
29,MISSOURI,MO,29095,Jackson,29095008500,"Census Tract 85, Jackson County, Missouri",0.0562,0.2183,0.5699,0.005,0.0216
29,MISSOURI,MO,29183,St. Charles,29183311150,"Census Tract 3111.50, St. Charles County, Missouri",0.111,0.0742,0.5865,0.0108,0.0224
29,MISSOURI,MO,29189,St. Louis,29189220446,"Census Tract 2204.46, St. Louis County, Missouri",0.0836,0.281,0.4107,0.0065,0.0231
29,MISSOURI,MO,29189,St. Louis,29189215400,"Census Tract 2154, St. Louis County, Missouri",0.0014,0.2457,0.6362,0.0086,0.0238
29,MISSOURI,MO,29095,Jackson,29095009200,"Census Tract 92, Jackson County, Missouri",0.0339,0.0771,0.3033,0.0929,0.0245
29,MISSOURI,MO,29189,St. Louis,29189221629,"Census Tract 2216.29, St. Louis County, Missouri",0.0036,0.1823,0.6254,0.018,0.0252
29,MISSOURI,MO,29165,Platte,29165030201,"Census Tract 302.01, Platte County, Missouri",0.0072,0.0569,0.7738,0.0339,0.026
29,MISSOURI,MO,29183,St. Charles,29183311909,"Census Tract 3119.09, St. Charles County, Missouri",0.0735,0.3566,0.1866,0.0252,0.0267
29,MISSOURI,MO,29047,Clay,29047021804,"Census Tract 218.04, Clay County, Missouri",0.093,0.353,0.0094,0.0454,0.0274
29,MISSOURI,MO,29510,St. Louis City,29510103400,"Census Tract 1034, St. Louis city, Missouri",0.0894,0.031,0.7284,0.0353,0.0281
29,MISSOURI,MO,29183,St. Charles,29183311908,"Census Tract 3119.08, St. Charles County, Missouri",0.0461,0.3192,0.1787,0.0396,0.0288
29,MISSOURI,MO,29077,Greene,29077004900,"Census Tract 49, Greene County, Missouri",0.1485,0.1599,0.0519,0.0684,0.0296
29,MISSOURI,MO,29047,Clay,29047021803,"Census Tract 218.03, Clay County, Missouri",0.005,0.3545,0.3501,0.0303,0.0303
29,MISSOURI,MO,29095,Jackson,29095013901,"Census Tract 139.01, Jackson County, Missouri",0.0757,0.1499,0.1585,0.0836,0.031
29,MISSOURI,MO,29077,Greene,29077004002,"Census Tract 40.02, Greene County, Missouri",0.0267,0.1679,0.1001,0.1434,0.0317
29,MISSOURI,MO,29183,St. Charles,29183312097,"Census Tract 3120.97, St. Charles County, Missouri",0.1233,0.0807,0.3617,0.0497,0.0324
29,MISSOURI,MO,29189,St. Louis,29189220803,"Census Tract 2208.03, St. Louis County, Missouri",0.0195,0.3379,0.1787,0.0706,0.0332
29,MISSOURI,MO,29183,St. Charles,29183311322,"Census Tract 3113.22, St. Charles County, Missouri",0.1586,0.0778,0.1664,0.0937,0.0339
29,MISSOURI,MO,29165,Platte,29165030208,"Census Tract 302.08, Platte County, Missouri",0.1334,0.147,0.2097,0.0548,0.0346
29,MISSOURI,MO,29189,St. Louis,29189215143,"Census Tract 2151.43, St. Louis County, Missouri",0.1593,0.1909,0.2161,0.036,0.0353
29,MISSOURI,MO,29189,St. Louis,29189217942,"Census Tract 2179.42, St. Louis County, Missouri",0.0115,0.1239,0.6009,0.049,0.036
29,MISSOURI,MO,29183,St. Charles,29183311735,"Census Tract 3117.35, St. Charles County, Missouri",0.0397,0.3854,0.6268,0.005,0.0368
29,MISSOURI,MO,29183,St. Charles,29183312001,"Census Tract 3120.01, St. Charles County, Missouri",0.1262,0.0584,0.1146,0.1988,0.0375
29,MISSOURI,MO,29047,Clay,29047021900,"Census Tract 219, Clay County, Missouri",0.1846,0.2269,0.2471,0.0231,0.0382
29,MISSOURI,MO,29071,Franklin,29071800202,"Census Tract 8002.02, Franklin County, Missouri",0.0469,0.1254,0.5814,0.0411,0.0389
29,MISSOURI,MO,29095,Jackson,29095014804,"Census Tract 148.04, Jackson County, Missouri",0.0707,0.1816,0.6398,0.0209,0.0397
29,MISSOURI,MO,29165,Platte,29165030306,"Census Tract 303.06, Platte County, Missouri",0.0476,0.3264,0.5893,0.0122,0.0404
29,MISSOURI,MO,29183,St. Charles,29183311801,"Census Tract 3118.01, St. Charles County, Missouri",0.0555,0.1246,0.304,0.111,0.0411
29,MISSOURI,MO,29189,St. Louis,29189217400,"Census Tract 2174, St. Louis County, Missouri",0.0238,0.018,0.5973,0.2471,0.0418
29,MISSOURI,MO,29189,St. Louis,29189216200,"Census Tract 2162, St. Louis County, Missouri",0.0526,0.0281,0.6182,0.1535,0.0425
29,MISSOURI,MO,29095,Jackson,29095009900,"Census Tract 99, Jackson County, Missouri",0.0764,0.0612,0.335,0.1549,0.0433
29,MISSOURI,MO,29510,St. Louis City,29510102200,"Census Tract 1022, St. Louis city, Missouri",0.0519,0.1398,0.3314,0.1001,0.044
29,MISSOURI,MO,29183,St. Charles,29183312204,"Census Tract 3122.04, St. Charles County, Missouri",0.1377,0.1585,0.005,0.1506,0.0447
29,MISSOURI,MO,29183,St. Charles,29183311148,"Census Tract 3111.48, St. Charles County, Missouri",0.2192,0.2147,0.1362,0.0425,0.0454
29,MISSOURI,MO,29189,St. Louis,29189210927,"Census Tract 2109.27, St. Louis County, Missouri",0.1788,0.1203,0.4669,0.0245,0.0461
29,MISSOURI,MO,29189,St. Louis,29189220445,"Census Tract 2204.45, St. Louis County, Missouri",0.0577,0.1736,0.4503,0.0569,0.0469
29,MISSOURI,MO,29510,St. Louis City,29510114300,"Census Tract 1143, St. Louis city, Missouri",0.0483,0.0396,0.6945,0.1066,0.0476
29,MISSOURI,MO,29021,Buchanan,29021002200,"Census Tract 22, Buchanan County, Missouri",0.1182,0.3242,0.1563,0.0598,0.0483
29,MISSOURI,MO,29047,Clay,29047021309,"Census Tract 213.09, Clay County, Missouri",0.0224,0.0937,0.6189,0.0843,0.049
29,MISSOURI,MO,29183,St. Charles,29183312206,"Census Tract 3122.06, St. Charles County, Missouri",0.1781,0.0944,0.1232,0.1304,0.0497
29,MISSOURI,MO,29183,St. Charles,29183311146,"Census Tract 3111.46, St. Charles County, Missouri",0.031,0.0548,0.5331,0.1599,0.0505
29,MISSOURI,MO,29183,St. Charles,29183311294,"Census Tract 3112.94, St. Charles County, Missouri",0.1269,0.2471,0.25,0.0562,0.0512
29,MISSOURI,MO,29189,St. Louis,29189218401,"Census Tract 2184.01, St. Louis County, Missouri",0.0512,0.2824,0.1001,0.1362,0.0519
29,MISSOURI,MO,29189,St. Louis,29189216700,"Census Tract 2167, St. Louis County, Missouri",0.1067,0.0245,0.4229,0.2241,0.0526
29,MISSOURI,MO,29095,Jackson,29095018600,"Census Tract 186, Jackson County, Missouri",0.1363,0.1607,0.7716,0.0079,0.0534
29,MISSOURI,MO,29189,St. Louis,29189216400,"Census Tract 2164, St. Louis County, Missouri",0.0274,0.0648,0.6376,0.1218,0.0541
29,MISSOURI,MO,29510,St. Louis City,29510126800,"Census Tract 1268, St. Louis city, Missouri",0.2653,0.0411,0.2709,0.1102,0.0548
29,MISSOURI,MO,29095,Jackson,29095015700,"Census Tract 157, Jackson County, Missouri",0.0779,0.0022,0.3941,0.4805,0.0555
29,MISSOURI,MO,29183,St. Charles,29183311152,"Census Tract 3111.52, St. Charles County, Missouri",0.0865,0.2637,0.6571,0.0144,0.0562
29,MISSOURI,MO,29510,St. Louis City,29510116200,"Census Tract 1162, St. Louis city, Missouri",0.3403,0.0144,0.3365,0.1059,0.057
29,MISSOURI,MO,29189,St. Louis,29189217600,"Census Tract 2176, St. Louis County, Missouri",0.0029,0.2803,0.3919,0.0958,0.0577
29,MISSOURI,MO,29183,St. Charles,29183311736,"Census Tract 3117.36, St. Charles County, Missouri",0.1471,0.1383,0.6902,0.0159,0.0584
29,MISSOURI,MO,29189,St. Louis,29189221423,"Census Tract 2214.23, St. Louis County, Missouri",0.0901,0.2039,0.062,0.1895,0.0591
29,MISSOURI,MO,29183,St. Charles,29183311147,"Census Tract 3111.47, St. Charles County, Missouri",0.0807,0.2414,0.4697,0.0439,0.0598
29,MISSOURI,MO,29165,Platte,29165030401,"Census Tract 304.01, Platte County, Missouri",0.049,0.2774,0.1527,0.1463,0.0606
29,MISSOURI,MO,29189,St. Louis,29189218003,"Census Tract 2180.03, St. Louis County, Missouri",0.088,0.0901,0.2651,0.1888,0.0613
29,MISSOURI,MO,29095,Jackson,29095013802,"Census Tract 138.02, Jackson County, Missouri",0.1709,0.2161,0.5987,0.0115,0.062
29,MISSOURI,MO,29003,Andrew,29003010100,"Census Tract 101, Andrew County, Missouri",0.1543,0.3084,0.2414,0.0483,0.0627
29,MISSOURI,MO,29189,St. Louis,29189218402,"Census Tract 2184.02, St. Louis County, Missouri",0.0108,0.188,0.1707,0.286,0.0634
29,MISSOURI,MO,29189,St. Louis,29189216800,"Census Tract 2168, St. Louis County, Missouri",0.1629,0.0137,0.2875,0.3523,0.0642
29,MISSOURI,MO,29095,Jackson,29095018100,"Census Tract 181, Jackson County, Missouri",0.0728,0.2385,0.6895,0.0267,0.0649
29,MISSOURI,MO,29095,Jackson,29095014903,"Census Tract 149.03, Jackson County, Missouri",0.1615,0.0879,0.3516,0.121,0.0656
29,MISSOURI,MO,29095,Jackson,29095014002,"Census Tract 140.02, Jackson County, Missouri",0.2177,0.1859,0.0043,0.1621,0.0663
29,MISSOURI,MO,29077,Greene,29077004700,"Census Tract 47, Greene County, Missouri",0.0815,0.1765,0.5418,0.0771,0.0671
29,MISSOURI,MO,29047,Clay,29047021310,"Census Tract 213.10, Clay County, Missouri",0.0497,0.2493,0.6967,0.0375,0.0678
29,MISSOURI,MO,29095,Jackson,29095014904,"Census Tract 149.04, Jackson County, Missouri",0.1247,0.366,0.5843,0.0173,0.0685
29,MISSOURI,MO,29095,Jackson,29095017700,"Census Tract 177, Jackson County, Missouri",0.1882,0.1081,0.2277,0.1376,0.0692
29,MISSOURI,MO,29019,Boone,29019001805,"Census Tract 18.05, Boone County, Missouri",0.0281,0.1772,0.6628,0.0821,0.0699
29,MISSOURI,MO,29019,Boone,29019001602,"Census Tract 16.02, Boone County, Missouri",0.0743,0.2457,0.2486,0.1556,0.0707
29,MISSOURI,MO,29189,St. Louis,29189217701,"Census Tract 2177.01, St. Louis County, Missouri",0.1031,0.1801,0.6045,0.0591,0.0714
29,MISSOURI,MO,29183,St. Charles,29183312193,"Census Tract 3121.93, St. Charles County, Missouri",0.1637,0.1664,0.5295,0.0504,0.0721
29,MISSOURI,MO,29189,St. Louis,29189221506,"Census Tract 2215.06, St. Louis County, Missouri",0.0216,0.1981,0.7305,0.0699,0.0728
29,MISSOURI,MO,29077,Greene,29077003800,"Census Tract 38, Greene County, Missouri",0.0296,0.1895,0.1189,0.3559,0.0735
29,MISSOURI,MO,29165,Platte,29165030207,"Census Tract 302.07, Platte County, Missouri",0.0613,0.2176,0.6189,0.0713,0.0743
29,MISSOURI,MO,29095,Jackson,29095006500,"Census Tract 65, Jackson County, Missouri",0.2336,0.0094,0.3977,0.2968,0.075
29,MISSOURI,MO,29183,St. Charles,29183311732,"Census Tract 3117.32, St. Charles County, Missouri",0.1255,0.3473,0.5065,0.0331,0.0757
29,MISSOURI,MO,29183,St. Charles,29183312192,"Census Tract 3121.92, St. Charles County, Missouri",0.1096,0.2903,0.634,0.0288,0.0764
29,MISSOURI,MO,29183,St. Charles,29183310801,"Census Tract 3108.01, St. Charles County, Missouri",0.1118,0.2435,0.3004,0.1254,0.0771
29,MISSOURI,MO,29510,St. Louis City,29510117100,"Census Tract 1171, St. Louis city, Missouri",0.3353,0.0317,0.4171,0.1232,0.0779
29,MISSOURI,MO,29183,St. Charles,29183311149,"Census Tract 3111.49, St. Charles County, Missouri",0.1572,0.1311,0.6758,0.0461,0.0786
29,MISSOURI,MO,29037,Cass,29037060500,"Census Tract 605, Cass County, Missouri",0.1384,0.098,0.3192,0.2032,0.0793
29,MISSOURI,MO,29043,Christian,29043020201,"Census Tract 202.01, Christian County, Missouri",0.0389,0.116,0.0512,0.5072,0.08
29,MISSOURI,MO,29183,St. Charles,29183310903,"Census Tract 3109.03, St. Charles County, Missouri",0.1038,0.0634,0.3062,0.3271,0.0807
29,MISSOURI,MO,29183,St. Charles,29183311145,"Census Tract 3111.45, St. Charles County, Missouri",0.1348,0.0793,0.603,0.1268,0.0815
29,MISSOURI,MO,29183,St. Charles,29183310602,"Census Tract 3106.02, St. Charles County, Missouri",0.1694,0.2925,0.5137,0.0346,0.0822
29,MISSOURI,MO,29183,St. Charles,29183311312,"Census Tract 3113.12, St. Charles County, Missouri",0.1168,0.1643,0.2464,0.2176,0.0829
29,MISSOURI,MO,29183,St. Charles,29183311601,"Census Tract 3116.01, St. Charles County, Missouri",0.2213,0.1542,0.1707,0.1614,0.0836
29,MISSOURI,MO,29510,St. Louis City,29510113500,"Census Tract 1135, St. Louis city, Missouri",0.3691,0.054,0.1232,0.1895,0.0844
29,MISSOURI,MO,29099,Jefferson,29099700107,"Census Tract 7001.07, Jefferson County, Missouri",0.2898,0.0677,0.2457,0.1585,0.0851
29,MISSOURI,MO,29183,St. Charles,29183311221,"Census Tract 3112.21, St. Charles County, Missouri",0.1673,0.0987,0.6419,0.0778,0.0858
29,MISSOURI,MO,29183,St. Charles,29183312194,"Census Tract 3121.94, St. Charles County, Missouri",0.0671,0.6146,0.1967,0.0994,0.0865
29,MISSOURI,MO,29189,St. Louis,29189217852,"Census Tract 2178.52, St. Louis County, Missouri",0.0541,0.2075,0.4726,0.1664,0.0872
29,MISSOURI,MO,29183,St. Charles,29183311331,"Census Tract 3113.31, St. Charles County, Missouri",0.0887,0.3501,0.647,0.0447,0.088
29,MISSOURI,MO,29095,Jackson,29095013904,"Census Tract 139.04, Jackson County, Missouri",0.0678,0.1621,0.7205,0.0901,0.0887
29,MISSOURI,MO,29510,St. Louis City,29510101200,"Census Tract 1012, St. Louis city, Missouri",0.1125,0.1088,0.6736,0.1052,0.0894
29,MISSOURI,MO,29510,St. Louis City,29510123200,"Census Tract 1232, St. Louis city, Missouri",0.1074,0.0756,0.4085,0.281,0.0901
29,MISSOURI,MO,29077,Greene,29077005200,"Census Tract 52, Greene County, Missouri",0.2105,0.2709,0.0483,0.1938,0.0908
29,MISSOURI,MO,29189,St. Louis,29189222100,"Census Tract 2221, St. Louis County, Missouri",0.1053,0.1427,0.3955,0.2075,0.0916
29,MISSOURI,MO,29019,Boone,29019001201,"Census Tract 12.01, Boone County, Missouri",0.0159,0.2118,0.8084,0.0908,0.0923
29,MISSOURI,MO,29189,St. Louis,29189217851,"Census Tract 2178.51, St. Louis County, Missouri",0.0173,0.4546,0.647,0.0692,0.093
29,MISSOURI,MO,29095,Jackson,29095013502,"Census Tract 135.02, Jackson County, Missouri",0.1089,0.2089,0.536,0.1117,0.0937
29,MISSOURI,MO,29189,St. Louis,29189217921,"Census Tract 2179.21, St. Louis County, Missouri",0.1139,0.1808,0.6066,0.1009,0.0944
29,MISSOURI,MO,29077,Greene,29077000300,"Census Tract 3, Greene County, Missouri",0.359,0.0108,0.4431,0.2133,0.0952
29,MISSOURI,MO,29207,Stoddard,29207470800,"Census Tract 4708, Stoddard County, Missouri",0.2091,0.4906,0.0375,0.1153,0.0959
29,MISSOURI,MO,29189,St. Louis,29189218102,"Census Tract 2181.02, St. Louis County, Missouri",0.1774,0.0641,0.7349,0.0973,0.0966
29,MISSOURI,MO,29047,Clay,29047021805,"Census Tract 218.05, Clay County, Missouri",0.0606,0.2305,0.5706,0.1383,0.0973
29,MISSOURI,MO,29219,Warren,29219820201,"Census Tract 8202.01, Warren County, Missouri",0.3136,0.2824,0.1088,0.0886,0.0981
29,MISSOURI,MO,29095,Jackson,29095019300,"Census Tract 193, Jackson County, Missouri",0.1312,0.3919,0.5173,0.0519,0.0988
29,MISSOURI,MO,29510,St. Louis City,29510114200,"Census Tract 1142, St. Louis city, Missouri",0.1939,0.0821,0.7709,0.0627,0.0995
29,MISSOURI,MO,29095,Jackson,29095013902,"Census Tract 139.02, Jackson County, Missouri",0.0923,0.3033,0.1866,0.2464,0.1002
29,MISSOURI,MO,29183,St. Charles,29183311103,"Census Tract 3111.03, St. Charles County, Missouri",0.0584,0.1571,0.4071,0.2644,0.1009
29,MISSOURI,MO,29189,St. Louis,29189221625,"Census Tract 2216.25, St. Louis County, Missouri",0.026,0.2788,0.6578,0.1174,0.1017
29,MISSOURI,MO,29095,Jackson,29095014905,"Census Tract 149.05, Jackson County, Missouri",0.0591,0.322,0.6174,0.0951,0.1024
29,MISSOURI,MO,29217,Vernon,29217950500,"Census Tract 9505, Vernon County, Missouri",0.3129,0.1268,0.0713,0.2161,0.1031
29,MISSOURI,MO,29151,Osage,29151490100,"Census Tract 4901, Osage County, Missouri",0.2415,0.1852,0.1952,0.1808,0.1038
29,MISSOURI,MO,29510,St. Louis City,29510103700,"Census Tract 1037, St. Louis city, Missouri",0.2033,0.0151,0.7824,0.2147,0.1045
29,MISSOURI,MO,29095,Jackson,29095008600,"Census Tract 86, Jackson County, Missouri",0.1867,0.0432,0.585,0.2428,0.1053
29,MISSOURI,MO,29095,Jackson,29095004600,"Census Tract 46, Jackson County, Missouri",0.2538,0.0223,0.4056,0.3458,0.106
29,MISSOURI,MO,29183,St. Charles,29183312094,"Census Tract 3120.94, St. Charles County, Missouri",0.2343,0.4157,0.263,0.072,0.1067
29,MISSOURI,MO,29183,St. Charles,29183310601,"Census Tract 3106.01, St. Charles County, Missouri",0.2523,0.0166,0.5951,0.2795,0.1074
29,MISSOURI,MO,29071,Franklin,29071800702,"Census Tract 8007.02, Franklin County, Missouri",0.2747,0.0454,0.2248,0.335,0.1081
29,MISSOURI,MO,29510,St. Louis City,29510101300,"Census Tract 1013, St. Louis city, Missouri",0.2725,0.072,0.3682,0.1794,0.1089
29,MISSOURI,MO,29510,St. Louis City,29510117200,"Census Tract 1172, St. Louis city, Missouri",0.1723,0.0173,0.6808,0.3033,0.1096
29,MISSOURI,MO,29095,Jackson,29095013612,"Census Tract 136.12, Jackson County, Missouri",0.0043,0.2846,0.8321,0.098,0.1103
29,MISSOURI,MO,29099,Jefferson,29099700402,"Census Tract 7004.02, Jefferson County, Missouri",0.1139,0.1455,0.4409,0.2219,0.111
29,MISSOURI,MO,29157,Perry,29157470500,"Census Tract 4705, Perry County, Missouri",0.2877,0.1023,0.005,0.3401,0.1118
29,MISSOURI,MO,29165,Platte,29165030305,"Census Tract 303.05, Platte County, Missouri",0.0786,0.2968,0.6664,0.0865,0.1125
29,MISSOURI,MO,29189,St. Louis,29189215500,"Census Tract 2155, St. Louis County, Missouri",0.0303,0.2903,0.8732,0.0634,0.1132
29,MISSOURI,MO,29095,Jackson,29095017300,"Census Tract 173, Jackson County, Missouri",0.1204,0.0836,0.688,0.178,0.1139
29,MISSOURI,MO,29051,Cole,29051020200,"Census Tract 202, Cole County, Missouri",0.0988,0.2334,0.2723,0.2932,0.1146
29,MISSOURI,MO,29183,St. Charles,29183311391,"Census Tract 3113.91, St. Charles County, Missouri",0.2062,0.17,0.6138,0.0807,0.1154
29,MISSOURI,MO,29183,St. Charles,29183311003,"Census Tract 3110.03, St. Charles County, Missouri",0.0858,0.0922,0.4359,0.3494,0.1161
29,MISSOURI,MO,29099,Jefferson,29099701101,"Census Tract 7011.01, Jefferson County, Missouri",0.2963,0.1326,0.2896,0.1448,0.1168
29,MISSOURI,MO,29071,Franklin,29071801102,"Census Tract 8011.02, Franklin County, Missouri",0.2509,0.2882,0.0432,0.2327,0.1175
29,MISSOURI,MO,29189,St. Louis,29189215142,"Census Tract 2151.42, St. Louis County, Missouri",0.1766,0.0331,0.853,0.17,0.1182
29,MISSOURI,MO,29183,St. Charles,29183310100,"Census Tract 3101, St. Charles County, Missouri",0.4009,0.3408,0.0519,0.0857,0.119
29,MISSOURI,MO,29047,Clay,29047021303,"Census Tract 213.03, Clay County, Missouri",0.0844,0.2947,0.1931,0.3329,0.1197
29,MISSOURI,MO,29071,Franklin,29071800402,"Census Tract 8004.02, Franklin County, Missouri",0.3367,0.1131,0.0771,0.2572,0.1204
29,MISSOURI,MO,29051,Cole,29051020600,"Census Tract 206, Cole County, Missouri",0.2422,0.1837,0.2572,0.1974,0.1211
29,MISSOURI,MO,29047,Clay,29047021003,"Census Tract 210.03, Clay County, Missouri",0.1334,0.2305,0.6679,0.0915,0.1218
29,MISSOURI,MO,29183,St. Charles,29183311721,"Census Tract 3117.21, St. Charles County, Missouri",0.155,0.3401,0.5014,0.0879,0.1226
29,MISSOURI,MO,29095,Jackson,29095007100,"Census Tract 71, Jackson County, Missouri",0.1197,0.0209,0.3638,0.6571,0.1233
29,MISSOURI,MO,29183,St. Charles,29183311733,"Census Tract 3117.33, St. Charles County, Missouri",0.2264,0.464,0.5764,0.0274,0.124
29,MISSOURI,MO,29047,Clay,29047021306,"Census Tract 213.06, Clay County, Missouri",0.1911,0.1751,0.5944,0.1045,0.1247
29,MISSOURI,MO,29009,Barry,29009960600,"Census Tract 9606, Barry County, Missouri",0.2862,0.4625,0.0519,0.1131,0.1255
29,MISSOURI,MO,29073,Gasconade,29073960300,"Census Tract 9603, Gasconade County, Missouri",0.2026,0.4323,0.0728,0.2046,0.1262
29,MISSOURI,MO,29037,Cass,29037060001,"Census Tract 600.01, Cass County, Missouri",0.1492,0.7104,0.4798,0.031,0.1269
29,MISSOURI,MO,29189,St. Louis,29189220432,"Census Tract 2204.32, St. Louis County, Missouri",0.0908,0.2731,0.5267,0.1679,0.1276
29,MISSOURI,MO,29071,Franklin,29071800100,"Census Tract 8001, Franklin County, Missouri",0.3187,0.2702,0.1088,0.152,0.1283
29,MISSOURI,MO,29095,Jackson,29095017600,"Census Tract 176, Jackson County, Missouri",0.2473,0.0908,0.9063,0.0389,0.1291
29,MISSOURI,MO,29189,St. Louis,29189216300,"Census Tract 2163, St. Louis County, Missouri",0.2906,0.0058,0.7414,0.2788,0.1298
29,MISSOURI,MO,29037,Cass,29037061001,"Census Tract 610.01, Cass County, Missouri",0.3317,0.3984,0.1707,0.0749,0.1305
29,MISSOURI,MO,29189,St. Louis,29189217802,"Census Tract 2178.02, St. Louis County, Missouri",0.0952,0.2997,0.7976,0.0641,0.1312
29,MISSOURI,MO,29189,St. Louis,29189221335,"Census Tract 2213.35, St. Louis County, Missouri",0.1702,0.1679,0.4553,0.196,0.1319
29,MISSOURI,MO,29099,Jefferson,29099700113,"Census Tract 7001.13, Jefferson County, Missouri",0.3915,0.2032,0.098,0.1542,0.1327
29,MISSOURI,MO,29095,Jackson,29095988300,"Census Tract 9883, Jackson County, Missouri",0.5004,0.0706,0.4027,0.067,0.1334
29,MISSOURI,MO,29099,Jefferson,29099700119,"Census Tract 7001.19, Jefferson County, Missouri",0.2696,0.5231,0.0598,0.129,0.1341
29,MISSOURI,MO,29189,St. Louis,29189215302,"Census Tract 2153.02, St. Louis County, Missouri",0.0382,0.2817,0.8293,0.1073,0.1348
29,MISSOURI,MO,29031,Cape Girardeau,29031880700,"Census Tract 8807, Cape Girardeau County, Missouri",0.2228,0.1549,0.3156,0.2478,0.1355
29,MISSOURI,MO,29099,Jefferson,29099700603,"Census Tract 7006.03, Jefferson County, Missouri",0.2408,0.3537,0.2767,0.1347,0.1363
29,MISSOURI,MO,29019,Boone,29019000600,"Census Tract 6, Boone County, Missouri",0.2069,0.2695,0.2932,0.1931,0.137
29,MISSOURI,MO,29117,Livingston,29117480200,"Census Tract 4802, Livingston County, Missouri",0.2545,0.2442,0.0641,0.3112,0.1377
